date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:15:35	486/486	---M--	200	added ('OK')	image/png	etag:%2213780ec-1e6-5284d24d3b3c0%22	http://design4dj.com/tf/groove/images/icon_info.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/icon_info.png	(from http://design4dj.com/tf/groove/)
17:15:36	383/383	---M--	200	added ('OK')	image/png	etag:%2213780e0-17f-5284d24782640%22	http://design4dj.com/tf/groove/images/icon_contacts.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/icon_contacts.png	(from http://design4dj.com/tf/groove/)
17:15:37	512/512	---M--	200	added ('OK')	image/png	etag:%2213780db-200-5284d244a5f80%22	http://design4dj.com/tf/groove/images/down_arrow.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/down_arrow.png	(from http://design4dj.com/tf/groove/)
17:15:38	6392/6392	---M--	200	added ('OK')	image/png	etag:%22137813d-18f8-5284d280bad40%22	http://design4dj.com/tf/groove/images/sponsor_logo_01-u3801-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/sponsor_logo_01-u3801-fr.png	(from http://design4dj.com/tf/groove/)
17:15:39	6986/6986	---M--	200	added ('OK')	image/png	etag:%221378143-1b4a-5284d28397400%22	http://design4dj.com/tf/groove/images/sponsor_logo_03-u3800-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/sponsor_logo_03-u3800-fr.png	(from http://design4dj.com/tf/groove/)
17:15:40	5367/5367	---M--	200	added ('OK')	image/png	etag:%221378140-14f7-5284d281aef80%22	http://design4dj.com/tf/groove/images/sponsor_logo_02-u3803-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/sponsor_logo_02-u3803-fr.png	(from http://design4dj.com/tf/groove/)
17:15:41	5607/5607	---M--	200	added ('OK')	image/png	etag:%221378146-15e7-5284d2857f880%22	http://design4dj.com/tf/groove/images/sponsor_logo_04-u3802-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/sponsor_logo_04-u3802-fr.png	(from http://design4dj.com/tf/groove/)
17:15:42	594/594	---M--	200	added ('OK')	image/png	etag:%2213780dc-252-5284d2459a1c0%22	http://design4dj.com/tf/groove/images/down_arrow_gray.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/down_arrow_gray.png	(from http://design4dj.com/tf/groove/)
17:15:57	120617/120617	---M--	200	added ('OK')	image/png	etag:%221378110-1d729-5284d25d71a00%22	http://design4dj.com/tf/groove/images/photo_002_thumb-u3849-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/photo_002_thumb-u3849-r-fr.png	(from http://design4dj.com/tf/groove/)
17:15:59	89537/89537	---M--	200	added ('OK')	image/png	etag:%221378123-15dc1-5284d26cb3e00%22	http://design4dj.com/tf/groove/images/photo_03_thumb-u1017-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/photo_03_thumb-u1017-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:03	82845/82845	---M--	200	added ('OK')	image/png	etag:%22137812e-1439d-5284d27549240%22	http://design4dj.com/tf/groove/images/photo_05_thumb-u1019-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/photo_05_thumb-u1019-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:06	90203/90203	---M--	200	added ('OK')	image/png	etag:%221378117-1605b-5284d2641e9c0%22	http://design4dj.com/tf/groove/images/photo_01_thumb-u1021-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/photo_01_thumb-u1021-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:08	403/403	---M--	200	added ('OK')	image/png	etag:%2213780cf-193-5284d23a286c0%22	http://design4dj.com/tf/groove/images/close_small_button-u3838-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/close_small_button-u3838-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:14	88790/88790	---M--	200	added ('OK')	image/png	etag:%221378137-15ad6-5284d27cea440%22	http://design4dj.com/tf/groove/images/photo_07_thumb-u1023-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/photo_07_thumb-u1023-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:17	49641/49641	---M--	200	added ('OK')	image/png	etag:%221378120-c1e9-5284d269d7740%22	http://design4dj.com/tf/groove/images/photo_02_thumb-u5126-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/photo_02_thumb-u5126-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:20	116688/116688	---M--	200	added ('OK')	image/png	etag:%221378113-1c7d0-5284d2604e0c0%22	http://design4dj.com/tf/groove/images/photo_006_thumb-u3848-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/photo_006_thumb-u3848-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:23	39015/39015	---M--	200	added ('OK')	image/png	etag:%221378126-9867-5284d26f904c0%22	http://design4dj.com/tf/groove/images/photo_03_thumb-u5128-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/photo_03_thumb-u5128-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:26	40260/40260	---M--	200	added ('OK')	image/png	etag:%22137811a-9d44-5284d26606e40%22	http://design4dj.com/tf/groove/images/photo_01_thumb-u5124-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/photo_01_thumb-u5124-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:29	38097/38097	---M--	200	added ('OK')	image/png	etag:%221378131-94d1-5284d27825900%22	http://design4dj.com/tf/groove/images/photo_05_thumb-u5125-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/photo_05_thumb-u5125-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:31	626/626	---M--	200	added ('OK')	image/png	etag:%2213780e4-272-5284d2496aac0%22	http://design4dj.com/tf/groove/images/icon_facebook_r-u3901-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/icon_facebook_r-u3901-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:31	38788/38788	---M--	200	added ('OK')	image/png	etag:%22137812b-9784-5284d27360dc0%22	http://design4dj.com/tf/groove/images/photo_04_thumb-u5127-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/photo_04_thumb-u5127-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:33	944/944	---M--	200	added ('OK')	image/png	etag:%2213780e9-3b0-5284d24b52f40%22	http://design4dj.com/tf/groove/images/icon_google_r-u3903-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/icon_google_r-u3903-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:33	810/810	---M--	200	added ('OK')	image/png	etag:%221378104-32a-5284d258acec0%22	http://design4dj.com/tf/groove/images/icon_twitter_r-u3905-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/icon_twitter_r-u3905-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:35	40287/40287	---M--	200	added ('OK')	image/png	etag:%22137813a-9d5f-5284d27ed28c0%22	http://design4dj.com/tf/groove/images/photo_07_thumb-u5129-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/photo_07_thumb-u5129-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:35	919/919	---M--	200	added ('OK')	image/png	etag:%2213780f0-397-5284d24f23840%22	http://design4dj.com/tf/groove/images/icon_insta_r-u3902-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/icon_insta_r-u3902-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:35	795/795	---M--	200	added ('OK')	image/png	etag:%2213780f9-31b-5284d252f4140%22	http://design4dj.com/tf/groove/images/icon_soundcloud_r-u3904-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/icon_soundcloud_r-u3904-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:37	873/873	---M--	200	added ('OK')	image/png	etag:%221378109-369-5284d25a95340%22	http://design4dj.com/tf/groove/images/icon_vimeo_r-u3906-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/icon_vimeo_r-u3906-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:39	696/696	---M--	200	added ('OK')	image/png	etag:%2213780ff-2b8-5284d255d0800%22	http://design4dj.com/tf/groove/images/icon_tumblr_r-u3907-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/icon_tumblr_r-u3907-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:45	297875/297875	---M--	200	added ('OK')	image/png	etag:%221378185-48b93-5284d2a4f82c0%22	http://design4dj.com/tf/groove/images/video_001_thumb-u3847-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/video_001_thumb-u3847-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:45	442/442	---M--	200	added ('OK')	image/png	etag:%2213780e5-1ba-5284d2496aac0%22	http://design4dj.com/tf/groove/images/icon_facebook_w-u3956-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/icon_facebook_w-u3956-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:47	746/746	---M--	200	added ('OK')	image/png	etag:%2213780ea-2ea-5284d24c47180%22	http://design4dj.com/tf/groove/images/icon_google_w-u3958-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/icon_google_w-u3958-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:49	40891/40891	---M--	200	added ('OK')	image/png	etag:%22137811c-9fbb-5284d266fb080%22	http://design4dj.com/tf/groove/images/photo_01_thumb-u5166-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/photo_01_thumb-u5166-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:49	34537/34537	---M--	200	added ('OK')	image/png	etag:%221378134-86e9-5284d27a0dd80%22	http://design4dj.com/tf/groove/images/photo_06_thumb-u5163-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/photo_06_thumb-u5163-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:49	559/559	---M--	200	added ('OK')	image/png	etag:%221378105-22f-5284d258acec0%22	http://design4dj.com/tf/groove/images/icon_twitter_w-u3960-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/icon_twitter_w-u3960-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:49	637/637	---M--	200	added ('OK')	image/png	etag:%2213780f1-27d-5284d24f23840%22	http://design4dj.com/tf/groove/images/icon_insta_w-u3957-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/icon_insta_w-u3957-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:50	607/607	---M--	200	added ('OK')	image/png	etag:%2213780fa-25f-5284d253e8380%22	http://design4dj.com/tf/groove/images/icon_soundcloud_w-u3959-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/icon_soundcloud_w-u3959-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:51	548/548	---M--	200	added ('OK')	image/png	etag:%22137810a-224-5284d25b89580%22	http://design4dj.com/tf/groove/images/icon_vimeo_w-u3961-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/icon_vimeo_w-u3961-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:52	476/476	---M--	200	added ('OK')	image/png	etag:%221378100-1dc-5284d256c4a40%22	http://design4dj.com/tf/groove/images/icon_tumblr_w-u3962-r-fr.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/icon_tumblr_w-u3962-r-fr.png	(from http://design4dj.com/tf/groove/)
17:16:53	1049/1049	---M--	200	added ('OK')	image/png	etag:%22137814b-419-5284d28767d00%22	http://design4dj.com/tf/groove/images/u1669-17-r.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/u1669-17-r.png	(from http://design4dj.com/tf/groove/)
17:16:54	1049/1049	---M--	200	added ('OK')	image/png	etag:%22137814a-419-5284d28767d00%22	http://design4dj.com/tf/groove/images/u1669-17-m.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/u1669-17-m.png	(from http://design4dj.com/tf/groove/)
17:16:55	1097/1097	---M--	200	added ('OK')	image/png	etag:%221378149-449-5284d28673ac0%22	http://design4dj.com/tf/groove/images/u1669-17-fs.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/u1669-17-fs.png	(from http://design4dj.com/tf/groove/)
17:16:56	489/489	---M--	200	added ('OK')	image/png	etag:%22137814d-1e9-5284d2885bf40%22	http://design4dj.com/tf/groove/images/u1962-r.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/u1962-r.png	(from http://design4dj.com/tf/groove/)
17:16:57	886/886	---M--	200	added ('OK')	image/png	etag:%22137814f-376-5284d28950180%22	http://design4dj.com/tf/groove/images/u1965-r.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/u1965-r.png	(from http://design4dj.com/tf/groove/)
17:16:58	691/691	---M--	200	added ('OK')	image/png	etag:%221378151-2b3-5284d28a443c0%22	http://design4dj.com/tf/groove/images/u1968-r.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/u1968-r.png	(from http://design4dj.com/tf/groove/)
17:16:59	702/702	---M--	200	added ('OK')	image/png	etag:%221378153-2be-5284d28b38600%22	http://design4dj.com/tf/groove/images/u1971-r.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/u1971-r.png	(from http://design4dj.com/tf/groove/)
17:17:00	760/760	---M--	200	added ('OK')	image/png	etag:%221378155-2f8-5284d28c2c840%22	http://design4dj.com/tf/groove/images/u1974-r.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/u1974-r.png	(from http://design4dj.com/tf/groove/)
17:17:01	1069/1069	---M--	200	added ('OK')	image/png	etag:%221378157-42d-5284d28d20a80%22	http://design4dj.com/tf/groove/images/u1985-r.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/u1985-r.png	(from http://design4dj.com/tf/groove/)
17:17:02	554/554	---M--	200	added ('OK')	image/png	etag:%221378159-22a-5284d28e14cc0%22	http://design4dj.com/tf/groove/images/u1990-r.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/u1990-r.png	(from http://design4dj.com/tf/groove/)
17:17:03	847/847	---M--	200	added ('OK')	image/png	etag:%22137815b-34f-5284d28f08f00%22	http://design4dj.com/tf/groove/images/u1995-r.png	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/images/u1995-r.png	(from http://design4dj.com/tf/groove/)
17:17:04	35001/35001	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2213ea068-88b9-5284d2b15e000%22	http://design4dj.com/tf/groove/scripts/museutils.js?275725342	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/scripts/museutilsafda.js	(from http://design4dj.com/tf/groove/)
17:17:06	5561/5561	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2213ea015-15b9-5284d2ae81940%22	http://design4dj.com/tf/groove/scripts/jquery.musepolyfill.bgsize.js?185257658	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/scripts/jquery.musepolyfill.bgsize514e.js	(from http://design4dj.com/tf/groove/)
17:17:07	28774/28774	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2213ea016-7066-5284d2af75b80%22	http://design4dj.com/tf/groove/scripts/jquery.scrolleffects.js?206645848	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/scripts/jquery.scrolleffectsdd7e.js	(from http://design4dj.com/tf/groove/)
17:17:07	1295/1295	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2213ea017-50f-5284d2af75b80%22	http://design4dj.com/tf/groove/scripts/jquery.watch.js?3999102769	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/scripts/jquery.watch7e38.js	(from http://design4dj.com/tf/groove/)
17:17:08	44440/44440	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2213ea06d-ad98-5284d2b43a6c0%22	http://design4dj.com/tf/groove/scripts/webpro.js?3883484123	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/scripts/webprobd73.js	(from http://design4dj.com/tf/groove/)
17:17:09	17414/17414	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2213ea06a-4406-5284d2b252240%22	http://design4dj.com/tf/groove/scripts/musewpslideshow.js?360574455	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/scripts/musewpslideshowf008.js	(from http://design4dj.com/tf/groove/)
17:17:10	4284/4284	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2213ea010-10bc-5284d2ae81940%22	http://design4dj.com/tf/groove/scripts/jquery.museoverlay.js?342093292	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/scripts/jquery.museoverlay099b.js	(from http://design4dj.com/tf/groove/)
17:17:12	9735/9735	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2213ea06c-2607-5284d2b43a6c0%22	http://design4dj.com/tf/groove/scripts/touchswipe.js?4218319045	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/scripts/touchswipeb56b.js	(from http://design4dj.com/tf/groove/)
17:17:13	3928/3928	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2213ea069-f58-5284d2b252240%22	http://design4dj.com/tf/groove/scripts/musewpdisclosure.js?404074387	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/scripts/musewpdisclosure522b.js	(from http://design4dj.com/tf/groove/)
17:17:14	44545/44545	---MC-	200	added ('OK')	application/javascript	date:Fri,%2026%20Jul%202019%2011:47:13%20GMT	https://apis.google.com/js/plusone.js	/home/krushn/Studio/Websites/Downloads/GDC/apis.google.com/js/plusone.js	(from http://design4dj.com/tf/groove/)
17:17:14	95170/95170	---M-Z	200	added ('OK')	application/javascript	etag:%221b95626cf7796551e445933f79466124+gzip%22	https://platform.twitter.com/widgets.js	/home/krushn/Studio/Websites/Downloads/GDC/platform.twitter.com/widgets.js	(from http://design4dj.com/tf/groove/)
17:17:16	383/383	---M--	302	error ('Found')	text/html	date:Fri,%2026%20Jul%202019%2011:47:15%20GMT	http://design4dj.com/tf/groove/tablet/museutils.js	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/tablet/museutils.js	(from http://design4dj.com/tf/groove/tablet/index.html)
17:17:16	383/383	---M--	302	error ('Found')	text/html	date:Fri,%2026%20Jul%202019%2011:47:16%20GMT	http://design4dj.com/tf/groove/tablet/jquery.musepolyfill.bgsize.js	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/tablet/jquery.musepolyfill.bgsize.js	(from http://design4dj.com/tf/groove/tablet/index.html)
17:17:17	383/383	---M--	302	error ('Found')	text/html	date:Fri,%2026%20Jul%202019%2011:47:17%20GMT	http://design4dj.com/tf/groove/tablet/jquery.watch.js	/home/krushn/Studio/Websites/Downloads/GDC/design4dj.com/tf/groove/tablet/jquery.watch.js	(from http://design4dj.com/tf/groove/tablet/index.html)
